SK_ID_CURR,DAYS_BIRTH,CODE_GENDER,DAYS_EMPLOYED,NAME_FAMILY_STATUS_Married,FLAG_OWN_CAR,NAME_EDUCATION_TYPE_Highereducation,AMT_GOODS_PRICE,AMT_CREDIT,PAYMENT_RATE,AMT_ANNUITY,EXT_SOURCE_2,EXT_SOURCE_3,INCOME_PER_PERSON,CNT_FAM_MEMBERS,AMT_INCOME_TOTAL
211117,-15146,1,-6836,1,0,0,-0.9888073252299824,-0.9901352646882692,2.1828591734666136,-0.4297173780921519,0.8854174713506703,6.32469636006369e-16,-0.2866526673926478,-0.2672929034340631,-0.1913610005354797
218245,-19411,1,-3370,1,0,0,0.7124826180238546,0.9783376296860796,-0.6269638575165966,0.8420267046205407,1.5264073446479858,6.32469636006369e-16,-0.130950406899015,-0.2672929034340631,-0.0649200020111635
220695,-10345,1,-1090,0,0,1,-0.2527882717655564,-0.3844922056570348,0.2626258596293926,-0.0404456158304815,-1.035795884498588,1.0958351969178308,1.718013936462874,-1.326679743942743,0.4092337424550222
236819,-21204,1,-4581,1,0,0,-0.868148464006306,-0.8764165401548177,1.135839585111846,-0.5148897936896897,-1.9653038727133552,0.7087708440173012,-0.4618177104479846,-0.2672929034340631,-0.3336071238753355
241949,-8191,1,-1616,0,0,0,-0.9888073252299824,-1.0603341967463311,-0.1737535110995081,-1.283593905580824,-1.237844840972164,-0.4132515041941412,0.1609913315265464,-1.326679743942743,-0.2229712501665588
253665,-21515,0,-1864,1,1,0,-0.2648541578879241,-0.3955715825601381,-0.1737535110995081,-0.3611489713114628,-0.8499427744950582,-2.8465177571535394,-0.4228921453245765,-0.2672929034340631,-0.3019968742442565
258490,-9285,1,-2132,1,1,1,-0.7474896027826297,-0.8387466586842668,-0.1737535110995081,-0.9761122608243704,-0.5176575585761175,1.1132836499414258,-0.130950406899015,-0.2672929034340631,-0.0649200020111635
259696,-14857,1,-172,1,0,0,0.0850565396607374,0.2087197924889177,-0.9612943744295604,-0.3657611959828096,-1.9402702084977543,6.32469636006369e-16,-0.409916956950107,0.7920939370746165,-0.1281405012733217
266296,-14532,0,-927,1,0,0,0.3384401482304578,0.6848892530304879,-0.7923842154654847,0.2916345605064885,0.9484116422941654,6.32469636006369e-16,-0.4563681313307074,2.910867618091976,0.1041948335151093
290380,-15054,1,-339,0,0,0,-1.3507839089010116,-1.3854031150833797,2.0496607622560576,-1.5704742801385954,0.9676232742176594,1.703896484664646,-0.4228921453245765,-1.326679743942743,-0.4600481223996517
302898,-10077,1,-385,1,0,1,-0.9888073252299824,-1.0603341967463311,-0.1737535110995081,-1.283593905580824,0.6056043916246269,6.32469636006369e-16,-0.4228921453245765,0.7920939370746165,-0.1439456260888612
311259,-12782,1,-3051,0,0,1,-1.0491367558418203,-1.0645443599695104,0.5286544198881042,-1.0966450655689002,-0.9516047789656468,0.8418601692388283,-0.4877680871969234,0.7920939370746165,-0.2229712501665588
312118,-15042,0,-8352,0,0,0,-1.1094661864536588,-1.1382222163751468,1.717018362903037,-0.9598157336522782,0.6060608439213689,-1.8311624205822,1.134130459611751,-1.326679743942743,0.1721568702219293
327804,-14767,1,-369,1,1,1,0.3384401482304578,0.8165122506393541,-0.7562273013036447,0.4758160657156043,0.62692900955699,6.32469636006369e-16,-0.5526440290692705,0.7920939370746165,-0.3019968742442565
333511,-11251,0,-792,0,0,0,-0.2648541578879241,-0.3955715825601381,-0.3109031967095613,-0.456160799541207,-0.5739099543537611,-1.4489611849634805,1.134130459611751,-1.326679743942743,0.1721568702219293
336387,-10899,1,-2282,0,1,1,0.3384401482304578,0.4874547566171884,-0.6660146572759578,0.2513544650433931,0.6136528834074434,-0.6119751842445044,-0.4228921453245765,1.851480777583296,0.014105622066534
338343,-16128,1,-2796,1,1,0,-0.1562611827866153,-0.1523903389139255,-0.2474379659379431,-0.0859528992544366,-0.2424327956870031,-0.240968450308079,-0.0492067201398578,-0.2672929034340631,0.0014615222141024
358478,-12366,0,-234,0,0,0,-0.2648541578879241,-0.044576922269828,0.2988147312839455,0.5569912199313082,-0.6995979172222864,-1.4792099278727129,0.6670236781308528,-1.326679743942743,-0.017504627564545
359029,-10039,1,-2851,0,1,1,-0.5544354248247474,-0.5670027813818541,2.4021965614705394,0.9093651848222042,0.7443631042778491,6.32469636006369e-16,1.6012372410926494,-1.326679743942743,0.3618183680084036
365808,-14675,0,-3829,1,1,0,2.323302547132179,2.394935681139954,-1.2221525477506303,0.9554874315356722,0.986365937579598,1.3785239163079417,-0.4228921453245765,1.851480777583296,0.014105622066534
369020,-15686,1,-1213,1,1,0,0.3384401482304578,0.1583972625950228,-0.673232840786174,-0.1114738757692223,0.5393424536999022,-1.233277282810952,-0.325578232516056,1.851480777583296,0.1721568702219293
378233,-13789,1,-522,0,1,1,2.232784269442177,2.301946470792209,-1.0952020226960728,1.1894809631953336,1.0209940517813163,6.32469636006369e-16,0.1609913315265464,-0.2672929034340631,0.1721568702219293
381564,-16430,1,-2958,0,0,0,-0.8319508056392031,-0.6682682862762176,-0.7026679804754622,-1.0157773929979528,0.7288491445701625,6.32469636006369e-16,-0.520206058133097,-0.2672929034340631,-0.381022498321954
384021,-12020,1,-2494,0,0,0,-0.9888073252299824,-0.8263377565527912,-0.213694211914886,-0.9758047791796138,0.628398781507432,1.2657919217405091,-0.520206058133097,-0.2672929034340631,-0.381022498321954
389534,-13804,1,-4359,1,1,0,-0.2527882717655564,-0.1629268263487766,-1.0955463957702123,-0.8109946175901546,-0.2679243615967505,0.4530581361343569,-0.4228921453245765,-0.2672929034340631,-0.3019968742442565
393724,-10808,1,-1119,1,1,1,0.4229013510870312,0.4426054389134266,-0.1195773760665591,0.8678551627800829,-0.1310830778634487,1.7429336597340015,-0.3275245107722264,1.851480777583296,0.1689958452588214
406118,-14398,0,-4087,1,1,1,-0.7836872611497325,-0.7719490953354575,-0.1075077268877425,-0.8531196029217888,1.1409425919237306,1.8179511997547264,-0.2931402615798825,0.7920939370746165,0.014105622066534
407888,-10369,1,-1277,1,1,1,-0.6268307415589532,-0.6870035126193651,2.333623822513172,0.5145587529549175,-0.3585828322386544,-1.5456229928450227,-0.2282643197075355,-0.2672929034340631,-0.1439456260888612
409349,-14718,1,-6228,0,0,0,0.3384401482304578,0.1583972625950228,-0.2577891329188288,0.3202303534688387,0.1496198676816706,-1.5956906928457109,2.3018974133139967,-1.326679743942743,0.646310614688115
413366,-14555,1,-256,1,0,0,-0.7836872611497325,-0.6719134012773386,-0.3363136601579304,-0.8291360346307853,0.9931692443107536,-1.1312308105095867,0.0052890710329136,-0.2672929034340631,0.0457158716976131
419596,-19411,0,-9362,1,0,0,1.5450287604672217,1.6685163344879916,-1.0907543604399537,0.68428862086048,0.9198922110917768,1.165036010886393,0.2583052443350669,-0.2672929034340631,0.2511824942996269
424464,-16892,1,-271,1,0,0,0.3987695788422959,0.4178097934042816,-0.4306487794569008,0.4589045752539994,0.4710503878784896,-0.0874292661353341,0.4529330699521078,-0.2672929034340631,0.4092337424550222
425019,-19900,1,-9901,1,0,0,-0.7474896027826297,-0.8387466586842668,-0.1737535110995081,-0.9761122608243704,0.770508189720372,-1.3315756460822037,-0.2282643197075355,-0.2672929034340631,-0.1439456260888612
431885,-16103,1,-587,1,1,1,-0.7716213750273649,-0.7251830454274588,-0.1386877724575431,-0.8014626866027046,0.7462070324513659,0.8418601692388283,-0.1504131894607191,-0.2672929034340631,-0.0807251268267031
440719,-7730,1,-630,1,0,0,-0.9888073252299824,-1.0603341967463311,-0.1737535110995081,-1.283593905580824,-1.7540824707037008,-0.6995324810373276,-0.2282643197075355,-0.2672929034340631,-0.1439456260888612
443078,-18763,1,-10664,0,1,0,0.3505060343528254,0.3682295817628947,-0.6251071390252821,0.1704867924724457,-0.9652822786658006,-0.4833801490476528,0.4529330699521078,-0.2672929034340631,0.4092337424550222
