SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
183461,0,Cash loans,M,Y,Y,0.0,202500.0,90000.0,9580.5,90000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.005084,-11342,-335.0,-564.0,-3917.0,13.0,1,1,1,1,0,0,Laborers,2.0,2,2,MONDAY,17,1,1,1,1,1,1,Industry: type 9,0.4152769341087012,0.3879981461190705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-264.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
184382,0,Cash loans,F,N,Y,0.0,157500.0,229500.0,27364.5,229500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.026392,-12289,-1812.0,-462.0,-4121.0,,1,1,0,1,1,0,Core staff,2.0,2,2,WEDNESDAY,14,0,0,0,0,0,0,Kindergarten,0.7430166845075026,0.6957424712251512,0.4170996682522097,0.1237,,0.9975,,,0.12,0.1034,0.375,,,,0.0854,,0.2149,0.1261,,0.9975,,,0.1208,0.1034,0.375,,,,0.089,,0.2275,0.1249,,0.9975,,,0.12,0.1034,0.375,,,,0.0869,,0.2194,,block of flats,0.1139,"Stone, brick",No,1.0,0.0,1.0,0.0,-3191.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
198262,0,Revolving loans,F,N,Y,0.0,49500.0,202500.0,10125.0,202500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018801,-20057,-798.0,-8809.0,-2908.0,,1,1,0,1,0,0,,2.0,2,2,FRIDAY,10,0,0,0,0,0,0,Business Entity Type 3,0.8098243273157659,0.4031013523221842,0.7001838506835805,0.0928,0.0816,0.9881,0.8368,0.0422,0.0,0.2069,0.1667,,0.028,0.0756,0.0777,0.0,0.0,0.0945,0.0847,0.9881,0.8432,0.0426,0.0,0.2069,0.1667,,0.0286,0.0826,0.081,0.0,0.0,0.0937,0.0816,0.9881,0.8390000000000001,0.0425,0.0,0.2069,0.1667,,0.0285,0.077,0.0791,0.0,0.0,reg oper spec account,block of flats,0.0842,Panel,No,1.0,0.0,1.0,0.0,-286.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
211071,0,Cash loans,M,Y,Y,0.0,337500.0,953460.0,71419.5,900000.0,Unaccompanied,Commercial associate,Higher education,Single / not married,With parents,0.028663,-10279,-610.0,-2111.0,-2400.0,3.0,1,1,1,1,0,0,Sales staff,1.0,2,2,TUESDAY,14,0,0,0,1,1,0,Business Entity Type 3,,0.6268094675851126,0.4938628816996244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-917.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
211117,0,Cash loans,F,N,N,0.0,121500.0,208512.0,21496.5,180000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0060079999999999,-15146,-6836.0,-7965.0,-5016.0,,1,1,0,1,0,0,High skill tech staff,2.0,2,2,MONDAY,10,0,0,0,0,0,0,Medicine,0.5660066768206987,0.6839720218799347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1934.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
218245,0,Cash loans,F,N,Y,0.0,157500.0,1008027.0,40108.5,814500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.032561,-19411,-3370.0,-2463.0,-2955.0,,1,1,0,1,0,0,High skill tech staff,2.0,1,1,THURSDAY,11,0,0,0,0,0,0,Trade: type 6,0.739648653226542,0.8055304560980829,,0.468,0.2899,0.9871,0.8232,0.1975,0.56,0.2414,0.625,0.5,0.1737,0.3799,0.5538,0.0077,0.0107,0.4769,0.3008,0.9871,0.8301,0.1993,0.5639,0.2414,0.625,0.5,0.1777,0.4151,0.5770000000000001,0.0078,0.0113,0.4726,0.2899,0.9871,0.8256,0.1987,0.56,0.2414,0.625,0.5,0.1767,0.3865,0.5638,0.0078,0.0109,reg oper spec account,block of flats,0.4379,Panel,No,2.0,0.0,2.0,0.0,-1432.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
220695,0,Cash loans,F,N,Y,0.0,292500.0,454500.0,27193.5,454500.0,Family,Commercial associate,Higher education,Single / not married,House / apartment,0.026392,-10345,-1090.0,-4477.0,-3023.0,,1,1,0,1,0,0,,1.0,2,2,TUESDAY,14,0,0,0,0,0,0,Industry: type 9,,0.3196297801925916,0.6925590674998008,0.099,,0.9856,,,0.04,0.0345,0.4583,,,,0.0502,,0.1358,0.1008,,0.9856,,,0.0403,0.0345,0.4583,,,,0.0523,,0.1438,0.0999,,0.9856,,,0.04,0.0345,0.4583,,,,0.0511,,0.1386,,block of flats,0.069,"Stone, brick",No,3.0,0.0,3.0,0.0,-1289.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
236819,0,Cash loans,F,N,Y,0.0,81000.0,254700.0,20250.0,225000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.00702,-21204,-4581.0,-12439.0,-4539.0,,1,1,0,1,0,0,Security staff,2.0,2,2,MONDAY,10,0,0,0,0,0,0,Other,0.7818230217458304,0.1433562689444049,0.6246146584503397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
241949,0,Revolving loans,F,N,N,0.0,112500.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,Rented apartment,0.0196889999999999,-8191,-1616.0,-6541.0,-863.0,,1,1,0,1,1,0,Core staff,1.0,2,2,FRIDAY,16,0,0,0,0,0,0,Self-employed,0.3979394978109939,0.2813128647349483,0.4276573700350293,0.1031,0.1162,0.9806,0.7348,0.0,0.0,0.1724,0.1667,0.2083,0.0,0.0841,0.0597,0.0,0.1051,0.105,0.1206,0.9806,0.7452,0.0,0.0,0.1724,0.1667,0.2083,0.0,0.0918,0.0622,0.0,0.1113,0.1041,0.1162,0.9806,0.7383,0.0,0.0,0.1724,0.1667,0.2083,0.0,0.0855,0.0608,0.0,0.1074,not specified,block of flats,0.0698,Panel,No,1.0,0.0,1.0,0.0,-669.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
253665,0,Revolving loans,M,Y,Y,0.0,90000.0,450000.0,22500.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0228,-21515,-1864.0,-4621.0,-4610.0,6.0,1,1,0,1,1,0,Managers,2.0,2,2,TUESDAY,10,0,0,0,0,1,1,Other,,0.3548752871619713,0.0005272652387098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,-361.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
258490,0,Revolving loans,F,Y,Y,0.0,157500.0,270000.0,13500.0,270000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.001333,-9285,-2132.0,-602.0,-980.0,64.0,1,1,0,1,0,0,Core staff,2.0,3,3,THURSDAY,7,0,0,0,0,0,0,Police,0.2204525333465352,0.4178904333345074,0.6956219298394389,0.061,0.0603,0.9856,0.8028,0.0236,0.0,0.1379,0.1667,0.2083,0.0809,0.0504,0.0393,0.0,0.0,0.063,0.0644,0.9856,0.8105,0.0238,0.0,0.1379,0.1667,0.2083,0.044,0.0551,0.0376,0.0,0.0,0.0625,0.062,0.9856,0.8054,0.0238,0.0,0.1379,0.1667,0.2083,0.07,0.0513,0.0387,0.0,0.0,reg oper account,block of flats,0.0421,Panel,No,0.0,0.0,0.0,0.0,-132.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259696,0,Cash loans,F,N,Y,1.0,139500.0,695439.0,22432.5,580500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.02461,-14857,-172.0,-63.0,-356.0,,1,1,1,1,0,0,,3.0,2,2,WEDNESDAY,17,0,0,0,0,0,0,Transport: type 4,,0.1481036965584131,,0.0351,0.0,0.9995,0.9932,0.004,0.0,0.1034,0.0833,0.0417,0.0098,0.0286,0.0193,0.0,0.0,0.0357,0.0,0.9995,0.9935,0.0041,0.0,0.1034,0.0833,0.0417,0.01,0.0312,0.0201,0.0,0.0,0.0354,0.0,0.9995,0.9933,0.004,0.0,0.1034,0.0833,0.0417,0.0099,0.0291,0.0197,0.0,0.0,reg oper account,block of flats,0.023,"Stone, brick",No,3.0,0.0,3.0,0.0,-10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
266296,0,Cash loans,M,N,Y,3.0,205650.0,888840.0,32053.5,675000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.035792,-14532,-927.0,-542.0,-4392.0,,1,1,0,1,0,0,Low-skill Laborers,5.0,2,2,MONDAY,10,0,0,0,0,0,0,Other,0.7060656167906075,0.6959183460010488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,7.0,0.0,-2999.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
290380,0,Cash loans,F,N,Y,0.0,45000.0,47970.0,4801.5,45000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.01885,-15054,-339.0,-4319.0,-4333.0,,1,1,0,1,0,0,Security staff,1.0,2,2,WEDNESDAY,14,0,0,0,1,1,0,Construction,,0.6995616732869888,0.7992967832109371,0.1856,,0.9781,0.7008,,0.2,0.1724,0.3333,0.375,0.0866,0.1513,0.183,,,0.1891,,0.9782,0.7125,,0.2014,0.1724,0.3333,0.375,0.0886,0.1653,0.1907,,,0.1874,,0.9781,0.7048,,0.2,0.1724,0.3333,0.375,0.0881,0.1539,0.1863,,,not specified,block of flats,0.1746,,No,4.0,0.0,4.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302898,0,Revolving loans,F,N,Y,1.0,135000.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.016612,-10077,-385.0,-1466.0,-2727.0,,1,1,1,1,0,0,Sales staff,3.0,2,2,FRIDAY,13,0,0,0,1,1,0,Self-employed,,0.6309077828611711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,-305.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,
311259,0,Cash loans,F,N,Y,2.0,112500.0,178290.0,11736.0,157500.0,Unaccompanied,State servant,Higher education,Separated,House / apartment,0.020713,-12782,-3051.0,-645.0,-1248.0,,1,1,1,1,1,0,Core staff,3.0,3,3,FRIDAY,7,0,0,0,0,0,0,Government,0.1646087771342921,0.3355959278495488,0.6479768603302221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-127.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
